"","n.M.police","n.F.police","n.U.police.gender","n.W.police","n.B.police","n.A.police","n.L.police","n.O.police","id"
"1797",0,0,1,0,0,0,0,0,2688405
"1798",0,1,0,0,1,0,0,0,882342
"1799",1,0,1,0,0,0,0,0,58585
"1800",1,0,1,0,0,0,0,0,431444
"1801",2,0,0,0,0,0,2,0,894074
"1802",1,0,0,0,0,0,1,0,3437155
"1803",1,0,1,0,0,0,0,0,389408
"1804",1,0,1,0,0,0,0,0,3375903
"1805",0,1,0,1,0,0,0,0,218108
"1806",0,1,1,0,0,0,0,0,4683719
"1807",0,0,1,0,0,0,0,0,4670069
"1808",2,0,1,0,0,0,0,0,2593269
"1809",2,0,1,0,0,0,0,0,1436293
"1810",1,0,1,0,0,0,0,0,364957
"1811",0,2,1,0,0,0,0,0,3766709
"1812",1,1,1,0,0,0,0,0,4377867
"1813",1,0,1,0,0,0,0,0,507105
"1814",2,0,1,0,0,0,0,0,1431077
"1815",1,1,1,0,0,0,0,0,4388018
"1816",2,0,0,0,0,0,2,0,2468183
"1817",5,0,1,0,0,0,0,0,4705264
"1818",1,0,0,0,1,0,0,0,3906989
"1819",6,0,1,0,0,0,0,0,1821729
"1820",1,0,1,0,0,0,0,0,4859610
"1821",0,0,1,0,0,0,0,0,364574
"1822",0,0,1,0,0,0,0,0,1459189
"1823",2,0,1,0,0,0,0,0,4978074
"1824",1,0,0,0,0,0,1,0,3820141
"1825",1,0,1,0,0,0,0,0,2563953
"1826",4,0,1,0,0,0,0,0,3589108
"1827",1,0,0,1,0,0,0,0,636153
"1828",1,0,1,0,0,0,0,0,2372333
"1829",11,0,1,0,0,0,0,0,4299805
"1830",1,0,1,0,0,0,0,0,2923700
"1831",4,0,1,0,0,0,0,0,2346204
"1832",1,0,1,0,0,0,0,0,1566769
"1833",1,0,0,0,1,0,0,0,2941642
"1834",1,0,1,0,0,0,0,0,292784
"1835",1,0,1,0,0,0,0,0,965568
"1836",1,0,1,0,0,0,0,0,4770440
"1837",1,0,0,0,0,0,1,0,2337764
"1838",1,0,0,0,1,0,0,0,3617801
"1839",2,0,1,0,0,0,0,0,3471252
"1840",11,0,1,0,0,0,0,0,4301657
"1841",5,0,1,0,0,0,0,0,2574237
"1842",3,1,1,0,0,0,0,0,1275201
"1843",1,0,1,0,0,0,0,0,3942203
"1844",1,0,0,0,0,0,1,0,1106153
"1845",0,0,1,0,0,0,0,0,2529316
"1846",6,0,1,0,0,0,0,0,3995910
"1847",0,0,1,0,0,0,0,0,4730053
"1848",0,0,1,0,0,0,0,0,3352019
"1849",1,0,0,1,0,0,0,0,2743228
"1850",1,0,0,0,0,0,1,0,3348381
"1851",2,0,1,0,0,0,0,0,3879679
"1852",1,0,0,0,0,0,1,0,3472029
"1853",0,0,1,0,0,0,0,0,3251124
"1854",3,0,0,0,0,0,3,0,1412761
"1855",1,0,1,0,0,0,0,0,4908767
"1856",0,0,1,0,0,0,0,0,3739310
"1857",1,0,0,0,1,0,0,0,4995656
"1858",1,0,1,0,0,0,0,0,313475
"1859",1,0,0,0,0,0,1,0,2587776
"1860",11,0,1,0,0,0,0,0,2426035
"1861",1,0,1,0,0,0,0,0,3045275
"1862",0,1,1,0,0,0,0,0,3849727
"1863",1,0,0,0,1,0,0,0,1252465
"1864",1,0,1,0,0,0,0,0,3739212
"1865",1,0,1,0,0,0,0,0,4215628
"1866",1,0,0,0,0,0,1,0,4891693
"1867",0,0,1,0,0,0,0,0,94866
"1868",1,0,0,0,0,0,1,0,2784700
"1869",1,0,1,0,0,0,0,0,3477844
"1870",1,0,1,0,0,0,0,0,4700253
"1871",1,0,0,0,0,0,1,0,3084208
"1872",1,0,0,0,0,0,1,0,255904
"1873",0,1,1,0,0,0,0,0,4913963
"1874",2,0,1,0,0,0,0,0,2307154
"1875",1,0,1,0,0,0,0,0,4353405
"1876",1,0,0,0,0,0,1,0,3579296
"1877",2,0,1,0,0,0,0,0,1680584
"1878",3,0,1,0,0,0,0,0,2236982
"1879",1,0,0,0,1,0,0,0,2603587
"1880",0,0,1,0,0,0,0,0,4521676
"1881",5,0,0,0,1,0,4,0,4780095
"1882",1,0,0,0,0,0,1,0,4205752
"1883",1,0,0,0,0,0,1,0,1083787
"1884",1,0,1,0,0,0,0,0,3986141
"1885",0,0,1,0,0,0,0,0,1696209
"1886",1,0,1,0,0,0,0,0,1251010
"1887",1,0,1,0,0,0,0,0,2653905
"1888",1,0,1,0,0,0,0,0,2360786
"1889",1,0,1,0,0,0,0,0,1450794
"1890",1,0,0,0,0,0,1,0,2677289
"1891",1,0,1,0,0,0,0,0,4903000
"1892",1,0,1,0,0,0,0,0,3067479
"1893",2,0,1,0,0,0,0,0,2013251
"1894",0,0,1,0,0,0,0,0,4569870
"1895",1,1,0,0,0,0,2,0,3544020
"1896",1,0,1,0,0,0,0,0,4719593
"1897",0,0,1,0,0,0,0,0,1894518
"1898",1,0,1,0,0,0,0,0,4899590
"1899",1,0,1,0,0,0,0,0,2963395
"1900",1,0,0,0,0,0,1,0,3350593
"1901",1,0,0,1,0,0,0,0,1896772
"1902",1,0,0,1,0,0,1,0,2031888
"1903",0,0,0,1,0,0,0,0,2521173
"1904",1,0,0,1,0,0,0,0,4448187
"1905",1,0,0,1,0,0,0,0,2270385
"1906",1,0,0,0,0,0,1,0,4113737
"1907",1,0,0,1,0,0,0,0,4908810
"1908",0,0,0,1,0,1,2,0,4207840
"1909",1,0,0,1,0,0,0,0,954619
"1910",1,0,0,0,1,0,0,0,1926197
"1911",1,0,0,2,0,0,0,0,2739503
"1912",1,0,0,1,0,0,0,0,2839975
"1913",1,0,0,0,1,0,0,0,3844051
"1914",1,0,0,1,0,0,0,0,2847154
"1915",2,0,0,1,1,0,0,0,1262509
"1916",1,0,0,1,0,0,0,0,1086705
"1917",1,0,0,1,0,0,0,0,3572718
"1918",1,0,0,0,1,0,0,0,2348440
"1919",1,0,0,1,0,0,0,0,2050720
"1920",4,0,0,4,0,0,0,0,91909
"1921",1,0,0,1,0,0,0,0,4121668
"1922",1,0,0,1,0,0,0,0,2477934
"1923",2,0,0,2,0,0,0,0,4456815
"1924",1,0,0,0,0,0,1,0,1457308
"1925",1,0,0,1,0,0,0,0,2352648
"1926",0,1,0,0,1,0,0,0,4775432
"1927",1,0,0,1,0,0,0,0,2567724
"1928",2,0,0,2,0,0,0,0,2823665
"1929",1,0,0,1,0,0,0,0,1742074
"1930",1,0,0,1,0,0,0,0,4658254
"1931",0,0,0,2,0,0,1,0,3317113
"1932",1,0,0,1,0,0,0,0,1442892
"1933",1,0,0,0,1,0,0,0,4576680
"1934",0,0,1,0,0,0,0,0,760791
"1935",0,0,1,0,0,0,0,0,2166996
"1936",0,0,1,0,0,0,0,0,4972951
"1937",0,0,1,0,0,0,0,0,3411777
"1938",0,0,1,0,0,0,0,0,4516393
"1939",0,0,1,0,0,0,0,0,136214
"1940",0,0,1,0,0,0,0,0,3715627
"1941",0,0,1,0,0,0,0,0,4900784
"1942",0,0,1,0,0,0,0,0,1846015
"1943",0,0,1,0,0,0,0,0,3881234
"1944",0,0,1,0,0,0,0,0,1464809
"1945",0,0,1,0,0,0,0,0,3814274
"1946",0,0,1,0,0,0,0,0,282934
"1947",0,0,1,0,0,0,0,0,2912596
"1948",0,0,1,0,0,0,0,0,1170941
"1949",0,0,1,0,0,0,0,0,2793693
"1950",0,0,1,0,0,0,0,0,3625924
"1951",0,0,1,0,0,0,0,0,1239856
"1952",0,0,1,0,0,0,0,0,4789974
"1953",0,0,1,0,0,0,0,0,4469919
"1954",0,0,1,0,0,0,0,0,2029043
"1955",0,0,1,0,0,0,0,0,3755514
"1956",0,0,1,0,0,0,0,0,1413375
"1957",0,0,1,0,0,0,0,0,4423879
"1958",0,0,1,0,0,0,0,0,1418759
"1959",0,0,1,0,0,0,0,0,4860873
"1960",0,0,1,0,0,0,0,0,1253425
"1961",0,0,1,0,0,0,0,0,1253356
"1962",0,0,1,0,0,0,0,0,889939
"1963",0,0,1,0,0,0,0,0,1498095
"1964",0,0,1,0,0,0,0,0,3273706
"1965",0,0,1,0,0,0,0,0,972248
"1966",0,0,1,0,0,0,0,0,4390836
"1967",0,0,1,0,0,0,0,0,3632774
"1968",0,0,1,0,0,0,0,0,4790177
"1969",0,0,1,0,0,0,0,0,4120924
"1970",0,0,1,0,0,0,0,0,913113
"1971",0,0,1,0,0,0,0,0,3553997
"1972",0,0,1,0,0,0,0,0,3781224
"1973",0,0,1,0,0,0,0,0,4236873
"1974",0,0,1,0,0,0,0,0,1827678
"1975",0,0,1,0,0,0,0,0,3389664
"1976",0,0,1,0,0,0,0,0,1880799
"1977",0,0,1,0,0,0,0,0,472846
"1978",0,0,1,0,0,0,0,0,484886
"1979",0,0,1,0,0,0,0,0,2464575
"1980",0,0,1,0,0,0,0,0,1297102
"1981",0,0,1,0,0,0,0,0,2586829
"1982",0,0,1,0,0,0,0,0,1913918
"1983",0,0,1,0,0,0,0,0,4418600
"1984",0,0,1,0,0,0,0,0,4863445
"1985",0,0,1,0,0,0,0,0,1701361
"1986",0,0,1,0,0,0,0,0,4976953
"1987",0,0,1,0,0,0,0,0,4519219
"1988",0,0,1,0,0,0,0,0,4271574
"1989",0,0,1,0,0,0,0,0,3016509
"1990",0,0,1,0,0,0,0,0,3195654
"1991",0,0,1,0,0,0,0,0,1956672
"1992",0,0,1,0,0,0,0,0,657079
"1993",0,0,1,0,0,0,0,0,884366
"1994",0,0,1,0,0,0,0,0,204032
"1995",0,0,1,0,0,0,0,0,667105
"1996",0,0,1,0,0,0,0,0,3199898
"1997",0,0,1,0,0,0,0,0,4347169
"1998",0,0,1,0,0,0,0,0,1440603
"1999",0,0,1,0,0,0,0,0,2842100
"2000",0,0,1,0,0,0,0,0,1571290
"2001",0,0,1,0,0,0,0,0,675121
"2002",0,0,1,0,0,0,0,0,4744891
"2003",0,0,1,0,0,0,0,0,1228645
"2004",0,0,1,0,0,0,0,0,613776
"2005",0,0,1,0,0,0,0,0,4727623
"2006",0,0,1,0,0,0,0,0,2169563
"2007",0,0,1,0,0,0,0,0,1226629
"2008",0,0,1,0,0,0,0,0,3649075
"2009",0,0,1,0,0,0,0,0,1585628
"2010",0,0,1,0,0,0,0,0,3799976
"2011",3,0,3,0,0,0,0,0,2516336
"2012",1,0,1,0,0,0,0,0,1703210
"2013",0,0,1,0,0,0,0,0,3471178
"2014",3,0,3,0,0,0,0,0,30032
"2015",2,0,2,0,0,0,0,0,3145342
"2016",0,0,1,0,0,0,0,0,1324466
"2017",0,0,1,0,0,0,0,0,3363132
"2018",1,0,1,0,0,0,0,0,3769532
"2019",1,0,0,0,1,0,0,0,130461
"2020",1,0,0,0,1,0,0,0,3883031
"2021",1,0,1,0,0,0,0,0,1897105
"2022",1,0,1,0,0,0,0,0,4334995
"2023",0,0,1,0,0,0,0,0,4280706
"2024",0,0,1,0,0,0,0,0,3816730
"2025",0,0,1,0,0,0,0,0,2546714
"2026",0,0,1,0,0,0,0,0,4520569
"2027",0,1,1,0,0,0,0,0,1798953
"2028",1,0,0,0,1,0,0,0,1398327
"2029",0,0,1,0,0,0,0,0,1072444
"2030",1,0,1,0,0,0,0,0,3688260
"2031",1,0,1,0,0,0,0,0,2966980
"2032",2,0,2,0,0,0,0,0,3760020
"2033",1,0,1,0,0,0,0,0,1497088
"2034",1,0,1,0,0,0,0,0,4138096
"2035",1,0,0,0,1,0,0,0,4853328
"2036",3,0,3,0,0,0,0,0,4656793
"2037",0,0,1,0,0,0,0,0,4855326
"2038",1,0,1,0,0,0,0,0,3693366
"2039",1,0,1,0,0,0,0,0,2503239
"2040",1,0,1,0,0,0,0,0,1756398
"2041",3,0,3,0,0,0,0,0,4551264
"2042",0,0,1,0,0,0,0,0,3947571
"2043",0,0,1,0,0,0,0,0,4629710
"2044",0,0,1,0,0,0,0,0,4301137
"2045",7,0,7,0,0,0,0,0,4290252
"2046",1,0,1,0,0,0,0,0,10983
"2047",1,0,1,0,0,0,0,0,686281
"2048",7,0,7,0,0,0,0,0,4879472
"2049",1,0,1,0,0,0,0,0,166940
"2050",0,0,1,0,0,0,0,0,2197021
"2051",1,0,1,0,0,0,0,0,852806
"2052",1,0,1,0,0,0,0,0,2846341
"2053",1,0,1,0,0,0,0,0,1074672
"2054",0,0,1,0,0,0,0,0,689330
"2055",0,0,1,0,0,0,0,0,3414881
"2056",0,0,1,0,0,0,0,0,2851441
"2057",0,0,1,0,0,0,0,0,3764125
"2058",0,0,1,0,0,0,0,0,3473792
"2059",0,0,1,0,0,0,0,0,969396
"2060",0,0,1,0,0,0,0,0,3737544
"2061",0,0,1,0,0,0,0,0,686243
"2062",0,0,1,0,0,0,0,0,2457702
"2063",0,0,1,0,0,0,0,0,947068
"2064",0,0,1,0,0,0,0,0,4887948
"2065",0,0,1,0,0,0,0,0,156685
"2066",0,0,1,0,0,0,0,0,3046384
"2067",0,0,1,0,0,0,0,0,4422336
"2068",0,0,1,0,0,0,0,0,290815
"2069",0,0,1,0,0,0,0,0,140599
"2070",0,0,1,0,0,0,0,0,36254
"2071",0,0,1,0,0,0,0,0,2013219
"2072",0,0,1,0,0,0,0,0,2830174
"2073",0,0,1,0,0,0,0,0,2576540
"2074",0,0,1,0,0,0,0,0,4074621
"2075",0,0,1,0,0,0,0,0,258598
"2076",0,0,1,0,0,0,0,0,1420381
"2077",0,0,1,0,0,0,0,0,3843665
"2078",0,0,1,0,0,0,0,0,700315
"2079",0,0,1,0,0,0,0,0,2382325
"2080",0,0,1,0,0,0,0,0,3590642
"2081",0,0,1,0,0,0,0,0,4966451
"2082",0,0,1,0,0,0,0,0,2276797
"2083",0,0,1,0,0,0,0,0,1917873
"2084",0,0,1,0,0,0,0,0,4952260
"2085",0,0,1,0,0,0,0,0,1036847
"2086",0,0,1,0,0,0,0,0,4630783
"2087",0,0,1,0,0,0,0,0,2895671
"2088",0,0,1,0,0,0,0,0,2036222
"2089",0,0,1,0,0,0,0,0,3656706
"2090",0,0,1,0,0,0,0,0,1364708
"2091",0,0,1,0,0,0,0,0,4492556
"2092",0,0,1,0,0,0,0,0,1119352
"2093",0,0,1,0,0,0,0,0,4320245
"2094",0,0,1,0,0,0,0,0,1322760
"2095",0,0,1,0,0,0,0,0,372660
"2096",0,0,1,0,0,0,0,0,2319686
"2097",0,0,1,0,0,0,0,0,2940403
"2098",0,0,1,0,0,0,0,0,1647784
"2099",0,0,1,0,0,0,0,0,2395554
"2100",0,0,1,0,0,0,0,0,3666126
"2101",0,0,1,0,0,0,0,0,3206793
"2102",0,0,1,0,0,0,0,0,4629371
"2103",0,0,1,0,0,0,0,0,3980704
"2104",0,0,1,0,0,0,0,0,4133185
"2105",0,0,1,0,0,0,0,0,1907208
"2106",0,0,1,0,0,0,0,0,3059070
"2107",0,0,1,0,0,0,0,0,353124
"2108",0,0,1,0,0,0,0,0,4131669
"2109",0,0,1,0,0,0,0,0,2814503
"2110",0,0,1,0,0,0,0,0,4997996
"2111",0,0,1,0,0,0,0,0,3928904
"2112",0,0,1,0,0,0,0,0,1720475
"2113",0,0,1,0,0,0,0,0,3934681
"2114",0,0,1,0,0,0,0,0,781309
"2115",0,0,1,0,0,0,0,0,551021
"2116",0,0,1,0,0,0,0,0,858222
"2117",0,0,1,0,0,0,0,0,1458503
"2118",0,0,1,0,0,0,0,0,3496546
"2119",0,0,1,0,0,0,0,0,4506774
"2120",0,0,1,0,0,0,0,0,3458175
"2121",0,0,1,0,0,0,0,0,2111649
"2122",0,0,1,0,0,0,0,0,1817478
"2123",0,0,1,0,0,0,0,0,3987154
"2124",0,0,1,0,0,0,0,0,906890
"2125",0,0,1,0,0,0,0,0,3139619
"2126",0,0,1,0,0,0,0,0,2698377
"2127",0,0,1,0,0,0,0,0,2059319
"2128",0,0,1,0,0,0,0,0,4382568
"2129",0,0,1,0,0,0,0,0,372105
"2130",0,0,1,0,0,0,0,0,1071360
"2131",0,0,1,0,0,0,0,0,2332955
"2132",0,0,1,0,0,0,0,0,3652267
"2133",0,0,1,0,0,0,0,0,497681
"2134",0,0,1,0,0,0,0,0,2721869
"2135",0,0,1,0,0,0,0,0,4350848
"2136",0,0,1,0,0,0,0,0,3149396
"2137",0,0,1,0,0,0,0,0,1348007
"2138",0,0,1,0,0,0,0,0,1879592
"2139",0,0,1,0,0,0,0,0,1628882
"2140",0,0,1,0,0,0,0,0,3549545
"2141",0,0,1,0,0,0,0,0,3047119
"2142",0,0,1,0,0,0,0,0,2432755
"2143",0,0,1,0,0,0,0,0,4191833
"2144",0,0,1,0,0,0,0,0,1925741
"2145",0,0,1,0,0,0,0,0,4393177
"2146",0,0,1,0,0,0,0,0,3903814
"2147",0,0,1,0,0,0,0,0,4032304
"2148",0,0,1,0,0,0,0,0,2568677
"2149",0,0,1,0,0,0,0,0,1172685
"2150",0,0,1,0,0,0,0,0,3325166
"2151",0,0,1,0,0,0,0,0,4532550
"2152",0,0,1,0,0,0,0,0,150735
"2153",0,0,1,0,0,0,0,0,3961623
"2154",0,0,1,0,0,0,0,0,1051346
"2155",0,0,1,0,0,0,0,0,1572237
"2156",0,0,1,0,0,0,0,0,4105720
"2157",0,0,1,0,0,0,0,0,1726522
"2158",0,0,1,0,0,0,0,0,2845208
"2159",0,0,1,0,0,0,0,0,3241336
"2160",0,0,1,0,0,0,0,0,4902974
"2161",0,0,1,0,0,0,0,0,367699
"2162",0,0,1,0,0,0,0,0,3019256
"2163",0,0,1,0,0,0,0,0,4619094
"2164",0,0,1,0,0,0,0,0,708489
"2165",0,0,1,0,0,0,0,0,4792399
"2166",0,0,1,0,0,0,0,0,2690935
"2167",0,0,1,0,0,0,0,0,1162994
"2168",0,0,1,0,0,0,0,0,320538
"2169",0,0,1,0,0,0,0,0,1878220
"2170",0,0,1,0,0,0,0,0,4657560
"2171",0,0,1,0,0,0,0,0,3118327
"2172",0,0,1,0,0,0,0,0,1444084
"2173",0,0,1,0,0,0,0,0,3514105
"2174",0,0,1,0,0,0,0,0,1256108
"2175",0,0,1,0,0,0,0,0,371447
"2176",0,0,1,0,0,0,0,0,1126398
"2177",0,0,1,0,0,0,0,0,441776
"2178",0,0,1,0,0,0,0,0,3542753
"2179",0,0,1,0,0,0,0,0,4598664
"2180",0,0,1,0,0,0,0,0,1333601
"2181",0,0,1,0,0,0,0,0,4208014
"2182",0,0,1,0,0,0,0,0,239142
"2183",0,0,1,0,0,0,0,0,4207694
"2184",0,0,1,0,0,0,0,0,410365
"2185",0,0,1,0,0,0,0,0,250311
"2186",0,0,1,0,0,0,0,0,1830235
"2187",0,0,1,0,0,0,0,0,1346440
"2188",0,0,1,0,0,0,0,0,889448
"2189",0,0,1,0,0,0,0,0,2346169
"2190",0,0,1,0,0,0,0,0,364461
"2191",0,0,1,0,0,0,0,0,849209
"2192",0,0,1,0,0,0,0,0,4729424
"2193",0,0,1,0,0,0,0,0,2682396
"2194",0,0,1,0,0,0,0,0,1263316
"2195",0,0,1,0,0,0,0,0,3034617
"2196",0,0,1,0,0,0,0,0,3677151
"2197",0,0,1,0,0,0,0,0,4848150
"2198",0,0,1,0,0,0,0,0,4233261
"2199",0,0,1,0,0,0,0,0,3292198
"2200",0,0,1,0,0,0,0,0,3476107
"2201",0,0,1,0,0,0,0,0,2752302
"2202",0,0,1,0,0,0,0,0,1954808
"2203",0,0,1,0,0,0,0,0,828485
"2204",0,0,1,0,0,0,0,0,1560276
"2205",0,0,1,0,0,0,0,0,4846075
"2206",0,0,1,0,0,0,0,0,4673078
"2207",0,0,1,0,0,0,0,0,2017870
"2208",0,0,1,0,0,0,0,0,919881
"2209",0,0,1,0,0,0,0,0,647012
"2210",0,0,1,0,0,0,0,0,2856882
"2211",0,0,1,0,0,0,0,0,3298079
"2212",0,0,1,0,0,0,0,0,4781755
"2213",0,0,1,0,0,0,0,0,3188562
"2214",0,0,1,0,0,0,0,0,2728629
"2215",0,0,1,0,0,0,0,0,3034763
"2216",0,0,1,0,0,0,0,0,1012657
"2217",0,0,1,0,0,0,0,0,2173255
"2218",0,0,1,0,0,0,0,0,942745
"2219",0,0,1,0,0,0,0,0,436127
"2220",0,0,1,0,0,0,0,0,4513968
"2221",0,0,1,0,0,0,0,0,1629487
"2222",0,0,1,0,0,0,0,0,3871876
"2223",0,0,1,0,0,0,0,0,4049542
"2224",0,0,1,0,0,0,0,0,2483080
"2225",0,0,1,0,0,0,0,0,1866887
"2226",0,0,1,0,0,0,0,0,1300826
"2227",0,0,1,0,0,0,0,0,4673404
"2228",0,0,1,0,0,0,0,0,383526
"2229",0,0,1,0,0,0,0,0,261173
"2230",0,0,1,0,0,0,0,0,3729946
"2231",0,0,1,0,0,0,0,0,1365967
"2232",0,0,1,0,0,0,0,0,1368925
"2233",0,0,1,0,0,0,0,0,155495
"2234",0,0,1,0,0,0,0,0,3513660
"2235",0,0,1,0,0,0,0,0,2187515
"2236",0,0,1,0,0,0,0,0,1086849
"2237",0,0,1,0,0,0,0,0,4917291
"2238",0,0,1,0,0,0,0,0,1733659
"2239",0,0,1,0,0,0,0,0,3443365
"2240",0,0,1,0,0,0,0,0,93315
"2241",0,0,1,0,0,0,0,0,1017059
"2242",0,0,1,0,0,0,0,0,1937117
"2243",0,0,1,0,0,0,0,0,2254124
"2244",0,0,1,0,0,0,0,0,693053
"2245",0,0,1,0,0,0,0,0,4218307
"2246",0,0,1,0,0,0,0,0,416657
"2247",0,0,1,0,0,0,0,0,1149378
"2248",0,0,1,0,0,0,0,0,1677614
"2249",0,0,1,0,0,0,0,0,2325463
"2250",0,0,1,0,0,0,0,0,773531
"2251",0,0,1,0,0,0,0,0,3092264
"2252",0,0,1,0,0,0,0,0,708368
"2253",0,0,1,0,0,0,0,0,2916707
"2254",0,0,1,0,0,0,0,0,1756866
"2255",0,0,1,0,0,0,0,0,3269157
"2256",0,0,1,0,0,0,0,0,1732304
"2257",0,0,1,0,0,0,0,0,4814590
"2258",0,0,1,0,0,0,0,0,3356473
"2259",0,0,1,0,0,0,0,0,4928206
"2260",0,0,1,0,0,0,0,0,41076
"2261",0,0,1,0,0,0,0,0,1618673
"2262",1,1,1,0,0,0,0,0,4743636
"2263",0,0,1,0,0,0,0,0,4565480
"2264",0,0,1,0,0,0,0,0,455365
"2265",0,0,1,0,0,0,0,0,3833227
"2266",0,0,1,0,0,0,0,0,4703703
"2267",0,0,1,0,0,0,0,0,989213
"2268",0,0,1,0,0,0,0,0,1918259
"2269",0,0,1,0,0,0,0,0,4036601
"2270",0,0,1,0,0,0,0,0,2381570
"2271",0,0,1,0,0,0,0,0,1677236
"2272",0,0,1,0,0,0,0,0,4478341
"2273",0,0,1,0,0,0,0,0,3823657
"2274",0,0,1,0,0,0,0,0,4121874
"2275",0,0,1,0,0,0,0,0,4742531
"2276",0,0,1,0,0,0,0,0,3546449
"2277",0,0,1,0,0,0,0,0,4973695
"2278",0,0,1,0,0,0,0,0,3766011
"2279",0,0,1,0,0,0,0,0,1304139
"2280",0,0,1,0,0,0,0,0,4219025
"2281",0,0,1,0,0,0,0,0,3567447
"2282",0,0,1,0,0,0,0,0,1944570
"2283",0,0,1,0,0,0,0,0,2859023
"2284",0,0,1,0,0,0,0,0,1995225
"2285",0,0,1,0,0,0,0,0,3862125
"2286",0,0,1,0,0,0,0,0,2762571
"2287",0,0,1,0,0,0,0,0,270746
"2288",0,0,1,0,0,0,0,0,917591
"2289",0,0,1,0,0,0,0,0,4742311
"2290",0,0,1,0,0,0,0,0,1696088
"2291",0,0,1,0,0,0,0,0,4791569
"2292",0,0,1,0,0,0,0,0,4505826
"2293",0,0,1,0,0,0,0,0,1624497
"2294",0,0,1,0,0,0,0,0,3179464
"2295",0,0,1,0,0,0,0,0,3582077
"2296",0,0,1,0,0,0,0,0,4964388
"2297",0,0,1,0,0,0,0,0,880124
"2298",0,0,1,0,0,0,0,0,1604274
"2299",0,0,1,0,0,0,0,0,2234139
"2300",0,0,1,0,0,0,0,0,4409168
"2301",0,0,1,0,0,0,0,0,2421693
"2302",0,0,1,0,0,0,0,0,2349973
"2303",0,0,1,0,0,0,0,0,2193472
"2304",0,0,1,0,0,0,0,0,2273372
"2305",0,0,1,0,0,0,0,0,416538
"2306",0,0,1,0,0,0,0,0,1708117
"2307",0,0,1,0,0,0,0,0,4399466
"2308",0,0,1,0,0,0,0,0,3153919
"2309",0,0,1,0,0,0,0,0,2212343
"2310",0,0,1,0,0,0,0,0,2916759
"2311",0,0,1,0,0,0,0,0,2619079
"2312",0,0,1,0,0,0,0,0,662555
"2313",0,0,1,0,0,0,0,0,805616
"2314",0,0,1,0,0,0,0,0,1044056
"2315",0,0,1,0,0,0,0,0,1584008
"2316",0,0,1,0,0,0,0,0,3240736
"2317",0,0,1,0,0,0,0,0,3290820
"2318",0,0,1,0,0,0,0,0,527970
"2319",0,0,1,0,0,0,0,0,1654692
"2320",0,0,1,0,0,0,0,0,2719081
"2321",0,0,1,0,0,0,0,0,3540813
"2322",0,0,1,0,0,0,0,0,1075047
"2323",0,0,1,0,0,0,0,0,1361859
"2324",0,0,1,0,0,0,0,0,1884570
"2325",0,0,1,0,0,0,0,0,1206552
"2326",0,0,1,0,0,0,0,0,3725288
"2327",0,0,1,0,0,0,0,0,279332
"2328",0,0,1,0,0,0,0,0,2499652
"2329",0,0,1,0,0,0,0,0,2822543
"2330",0,0,1,0,0,0,0,0,4669867
"2331",0,0,1,0,0,0,0,0,2953497
"2332",0,0,1,0,0,0,0,0,187325
"2333",0,0,1,0,0,0,0,0,4013696
"2334",0,0,1,0,0,0,0,0,88579
"2335",0,0,1,0,0,0,0,0,894990
"2336",0,0,1,0,0,0,0,0,3407051
"2337",0,0,1,0,0,0,0,0,4886056
"2338",0,0,1,0,0,0,0,0,4455101
"2339",0,0,1,0,0,0,0,0,444753
"2340",0,0,1,0,0,0,0,0,2701192
"2341",0,0,1,0,0,0,0,0,457327
"2342",0,0,1,0,0,0,0,0,4362217
"2343",0,0,1,0,0,0,0,0,368110
"2344",0,0,1,0,0,0,0,0,2138615
"2345",0,0,1,0,0,0,0,0,749789
"2346",0,0,1,0,0,0,0,0,4897409
"2347",0,0,1,0,0,0,0,0,4448443
"2348",0,0,1,0,0,0,0,0,4754524
"2349",0,0,1,0,0,0,0,0,51452
"2350",0,0,1,0,0,0,0,0,4255280
"2351",0,0,1,0,0,0,0,0,2762930
"2352",0,0,1,0,0,0,0,0,3107137
"2353",0,0,1,0,0,0,0,0,79285
"2354",0,0,1,0,0,0,0,0,4644460
"2355",0,0,1,0,0,0,0,0,3503733
"2356",0,0,1,0,0,0,0,0,1562771
"2357",0,0,1,0,0,0,0,0,3018784
"2358",0,0,1,0,0,0,0,0,3493998
"2359",0,0,1,0,0,0,0,0,1405029
"2360",0,0,1,0,0,0,0,0,3271899
"2361",0,0,1,0,0,0,0,0,3192867
"2362",0,0,1,0,0,0,0,0,1595579
"2363",0,0,1,0,0,0,0,0,3999525
"2364",0,0,1,0,0,0,0,0,2025843
"2365",0,0,1,0,0,0,0,0,572008
"2366",0,0,1,0,0,0,0,0,2348509
"2367",0,0,1,0,0,0,0,0,3332735
"2368",0,0,1,0,0,0,0,0,673924
"2369",0,0,1,0,0,0,0,0,4224404
"2370",0,0,1,0,0,0,0,0,4361044
"2371",0,0,1,0,0,0,0,0,533068
"2372",0,0,1,0,0,0,0,0,4997976
"2373",0,0,1,0,0,0,0,0,1829980
"2374",0,0,1,0,0,0,0,0,2114241
"2375",0,0,1,0,0,0,0,0,2359981
"2376",0,0,1,0,0,0,0,0,3317783
"2377",0,0,1,0,0,0,0,0,4678655
"2378",0,0,1,0,0,0,0,0,3310569
"2379",0,0,1,0,0,0,0,0,4953742
"2380",0,0,1,0,0,0,0,0,1697373
"2381",0,0,1,0,0,0,0,0,53975
