"City","id","Date","Fatal","SubjectArmed","SubjectRace","SubjectGender","SubjectAge","NatureOfStop","NumberOfShots","NumberOfOfficers","OfficerRace","OfficerGender","Department","Month","Day","rank2016","state","estimate2016","census2010","change","sq_mi","sq_km","pop_density1","pop_density2","location","pop_density_size","coast","NewAge","AgeGroup","Seasons","Weekend","MoreThanOneOfficer","ShotsClean","MoreThanOneShot","mainOfficerRace","mainOfficerGender"
"phoenix",1378388,NA,"F","N","L","M","41.0","Suicide","14.0",3,"W;W;W","M;M;M","Phoenix Police Department","0","0",5,"arizona",1615017,1445632,1172,5176,134062,3120,12002,"33.5722°N 112.0901°W","2","neither",41,3,"0",0,1,14,1,"w","M"
"phoenix",1351791,"2012-02-08","N","Y","L","M","25.0","Traffic Stop","4.0",1,"W","M","Phoenix Police Department","2","4",5,"arizona",1615017,1445632,1172,5176,134062,3120,12002,"33.5722°N 112.0901°W","2","neither",25,2,"2",0,0,4,1,"w","M"
"phoenix",4502914,"2013-06-12","F","N","W","M","42.0","Assault","1.0",1,"W","M","Phoenix Police Department","6","4",5,"arizona",1615017,1445632,1172,5176,134062,3120,12002,"33.5722°N 112.0901°W","2","neither",42,3,"3",0,0,1,0,"w","M"
"phoenix",2128122,NA,"N","Y","L","U","U","Burglary","14.0",1,"W","M","Phoenix Police Department","0","0",5,"arizona",1615017,1445632,1172,5176,134062,3120,12002,"33.5722°N 112.0901°W","2","neither",0,0,"0",0,0,14,1,"w","M"
"phoenix",3273344,NA,"N","Y","L","M","23.0","Call for Service","1.0",1,"H","M","Phoenix Police Department","0","0",5,"arizona",1615017,1445632,1172,5176,134062,3120,12002,"33.5722°N 112.0901°W","2","neither",23,2,"0",0,0,1,0,"h","M"
"phoenix",2059540,NA,"F","Y","L","M","31.0","Call for Service","24.0",2,"W;W","M;M","Phoenix Police Department","0","0",5,"arizona",1615017,1445632,1172,5176,134062,3120,12002,"33.5722°N 112.0901°W","2","neither",31,2,"0",0,1,24,1,"w","M"
"phoenix",71465,"2011-02-03","N","Y","L","U","U","Burglary; home invasion","72.0",5,"H;W;W;W;W","M;M;M;M;M","Phoenix Police Department","2","5",5,"arizona",1615017,1445632,1172,5176,134062,3120,12002,"33.5722°N 112.0901°W","2","neither",0,0,"2",0,1,72,1,"w","M"
"phoenix",633614,"2013-07-07","N","Y","L","M","32.0","Domestic violence","4.0",1,"H","M","Phoenix Police Department","7","1",5,"arizona",1615017,1445632,1172,5176,134062,3120,12002,"33.5722°N 112.0901°W","2","neither",32,2,"3",1,0,4,1,"h","M"
"phoenix",1837753,"2013-11-07","F","Y","L","M","32.0","Assault","14.0",2,"W;W","M;M","Phoenix Police Department","11","5",5,"arizona",1615017,1445632,1172,5176,134062,3120,12002,"33.5722°N 112.0901°W","2","neither",32,2,"1",0,1,14,1,"w","M"
"phoenix",2077167,NA,"F","Y","W","M","21.0","Burglary","65.0",6,"W/H;W;W;W/H;W;W","M;M;M;M;M;M","Phoenix Police Department","0","0",5,"arizona",1615017,1445632,1172,5176,134062,3120,12002,"33.5722°N 112.0901°W","2","neither",21,2,"0",0,1,65,1,"w","M"
"phoenix",2302920,"2014-03-03","F","Y","W","M","29.0","Investigation","23.0",2,"A/W;W","M;M","Phoenix Police Department","3","2",5,"arizona",1615017,1445632,1172,5176,134062,3120,12002,"33.5722°N 112.0901°W","2","neither",29,2,"2",0,1,23,1,"a","M"
"phoenix",4264853,NA,"F","Y","W","M","50.0","Domestic violence","3.0",2,"W;W","M;F","Phoenix Police Department","0","0",5,"arizona",1615017,1445632,1172,5176,134062,3120,12002,"33.5722°N 112.0901°W","2","neither",50,3,"0",0,1,3,1,"w","F"
"phoenix",2826685,NA,"F","N","B","F","51.0","Mental health","1.0",1,"W","M","Phoenix Police Department","0","0",5,"arizona",1615017,1445632,1172,5176,134062,3120,12002,"33.5722°N 112.0901°W","2","neither",51,3,"0",0,0,1,0,"w","M"
"portland",2314449,NA,"N","Y","W","M","20.0",NA,"1",2,"U","U","Portland Police Bureau","0","0",26,"oregon",639863,583776,961,1335,34582,4793,18512,"45.5370°N 122.6500°W","3","west",20,2,"0",0,1,1,0,"u","U"
"portland",98107,NA,"F","N","W","M","21.0",NA,"1",2,"U","U","Portland Police Bureau","0","0",26,"oregon",639863,583776,961,1335,34582,4793,18512,"45.5370°N 122.6500°W","3","west",21,2,"0",0,1,1,0,"u","U"
"portland",1457007,NA,"N","N","W","M","34.0",NA,"1",1,"U","U","Portland Police Bureau","0","0",26,"oregon",639863,583776,961,1335,34582,4793,18512,"45.5370°N 122.6500°W","3","west",34,2,"0",0,0,1,0,"u","U"
"portland",201639,"2014-12-03","F","Y","W","M","49.0",NA,"1",1,"U","U","Portland Police Bureau","12","4",26,"oregon",639863,583776,961,1335,34582,4793,18512,"45.5370°N 122.6500°W","3","west",49,3,"2",0,0,1,0,"u","U"
"portland",2416522,"2015-05-07","N","N","W","M","55.0",NA,"1",1,"U","U","Portland Police Bureau","5","5",26,"oregon",639863,583776,961,1335,34582,4793,18512,"45.5370°N 122.6500°W","3","west",55,3,"3",0,0,1,0,"u","U"
"portland",1395853,NA,"F","N","W","M","50.0",NA,"1",3,"U","U","Portland Police Bureau","0","0",26,"oregon",639863,583776,961,1335,34582,4793,18512,"45.5370°N 122.6500°W","3","west",50,3,"0",0,1,1,0,"u","U"
"portland",2545802,"2011-06-03","N","Y","W","M","61.0",NA,"1",10,"U","U","Portland Police Bureau","6","6",26,"oregon",639863,583776,961,1335,34582,4793,18512,"45.5370°N 122.6500°W","3","west",61,4,"3",0,1,1,0,"u","U"
"portland",1203036,"2011-02-01","F","N","W","M","67.0",NA,"1",2,"U","U","Portland Police Bureau","2","3",26,"oregon",639863,583776,961,1335,34582,4793,18512,"45.5370°N 122.6500°W","3","west",67,4,"2",0,1,1,0,"u","U"
"portland",1005580,NA,"F","Y","W","M","28.0",NA,"1",1,"U","U","Portland Police Bureau","0","0",26,"oregon",639863,583776,961,1335,34582,4793,18512,"45.5370°N 122.6500°W","3","west",28,2,"0",0,0,1,0,"u","U"
"portland",796448,"2010-12-05","F","Y","B","M","25.0",NA,"1",5,"U","U","Portland Police Bureau","12","1",26,"oregon",639863,583776,961,1335,34582,4793,18512,"45.5370°N 122.6500°W","3","west",25,2,"2",1,1,1,0,"u","U"
"portland",1635798,NA,"F","N","W","M","58.0",NA,"1",1,"U","U","Portland Police Bureau","0","0",26,"oregon",639863,583776,961,1335,34582,4793,18512,"45.5370°N 122.6500°W","3","west",58,3,"0",0,0,1,0,"u","U"
"portland",541374,"2016-06-12","F","Y","W","M","52.0",NA,"1",1,"U","U","Portland Police Bureau","6","1",26,"oregon",639863,583776,961,1335,34582,4793,18512,"45.5370°N 122.6500°W","3","west",52,3,"3",1,0,1,0,"u","U"
"portland",1273738,NA,"F","Y","W","M","29.0",NA,"1",2,"U","U","Portland Police Bureau","0","0",26,"oregon",639863,583776,961,1335,34582,4793,18512,"45.5370°N 122.6500°W","3","west",29,2,"0",0,1,1,0,"u","U"
"portland",1540086,NA,"N","Y","W","M","31.0",NA,"1",3,"U","U","Portland Police Bureau","0","0",26,"oregon",639863,583776,961,1335,34582,4793,18512,"45.5370°N 122.6500°W","3","west",31,2,"0",0,1,1,0,"u","U"
"portland",3543918,"2014-12-06","F","N","W","M","23.0",NA,"1",1,"U","U","Portland Police Bureau","12","7",26,"oregon",639863,583776,961,1335,34582,4793,18512,"45.5370°N 122.6500°W","3","west",23,2,"2",1,0,1,0,"u","U"
"portland",1780517,"2013-04-03","F","Y","L","M","32.0",NA,"1",2,"U","U","Portland Police Bureau","4","4",26,"oregon",639863,583776,961,1335,34582,4793,18512,"45.5370°N 122.6500°W","3","west",32,2,"2",0,1,1,0,"u","U"
"portland",2494600,NA,"N","N","W","M","47.0",NA,"1",2,"U","U","Portland Police Bureau","0","0",26,"oregon",639863,583776,961,1335,34582,4793,18512,"45.5370°N 122.6500°W","3","west",47,3,"0",0,1,1,0,"u","U"
"portland",3534586,"2015-06-11","F","Y","W","M","51.0",NA,"1",2,"U","U","Portland Police Bureau","6","5",26,"oregon",639863,583776,961,1335,34582,4793,18512,"45.5370°N 122.6500°W","3","west",51,3,"3",0,1,1,0,"u","U"
"portland",3430175,NA,"N","N","L","M","25.0",NA,"1",1,"U","U","Portland Police Bureau","0","0",26,"oregon",639863,583776,961,1335,34582,4793,18512,"45.5370°N 122.6500°W","3","west",25,2,"0",0,0,1,0,"u","U"
"sanantonio",1713361,NA,"F","N","L","M","54.0","Unknown","1",1,"W","M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",54,3,"0",0,0,1,0,"w","M"
"sanantonio",916981,NA,"F","Y","W","M","34.0","Mental crisis / suicide attempt","1",1,"H","M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",34,2,"0",0,0,1,0,"h","M"
"sanantonio",81924,"2012-04-04","F","N","W","M","52.0","Domestic Disturbance","1",1,"H","M","San Antonio Police Department","4","4",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",52,3,"2",0,0,1,0,"h","M"
"sanantonio",1243317,NA,"F","Y","L","M","45.0","Weapons disturbance","1",1,"H","M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",45,3,"0",0,0,1,0,"h","M"
"sanantonio",4576430,NA,"F","N","L","M","31.0","Unknown","1",2,"H;H","M;M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",31,2,"0",0,1,1,0,"h","M"
"sanantonio",786683,NA,"N","N","W","M","48.0","Unknown","1",1,"W","M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",48,3,"0",0,0,1,0,"w","M"
"sanantonio",3528911,"2011-03-02","N","N","U","U","U","Burglary / home invasion","1",1,"W","F","San Antonio Police Department","3","4",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",0,0,"2",0,0,1,0,"w","F"
"sanantonio",3365333,NA,"N","U","L","M","58.0","Emergency Call or Request for Assistance","1",1,"L","M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",58,3,"0",0,0,1,0,"l","M"
"sanantonio",925534,"2016-05-05","N","U","L","M","32.0","Emergency Call or Request for Assistance","1",1,"L","M","San Antonio Police Department","5","5",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",32,2,"3",0,0,1,0,"l","M"
"sanantonio",4891334,"2016-10-09","N","Y","L","M","37.0","Execution of a warrant","1",1,"W","M","San Antonio Police Department","10","1",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",37,2,"1",1,0,1,0,"w","M"
"sanantonio",3608082,"2010-08-03","N","N","L","M","18.0","Unknown","1",1,"W","M","San Antonio Police Department","8","3",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",18,1,"4",0,0,1,0,"w","M"
"sanantonio",1969579,NA,"N","N","L","M","32.0","Other","1",1,"B","M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",32,2,"0",0,0,1,0,"b","M"
"sanantonio",4298031,NA,"N","N","L","U","18.0","Burglary / home invasion","1",2,"W;O","F;M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",18,1,"0",0,1,1,0,"u","F"
"sanantonio",253755,"2012-04-04","N","Y","W","M","41.0","Suspicious activity / patrol","1",1,"H","M","San Antonio Police Department","4","4",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",41,3,"2",0,0,1,0,"h","M"
"sanantonio",2256720,NA,"N","N","B","M","46.0","Unknown","1",2,"B;H","M;M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",46,3,"0",0,1,1,0,"b","M"
"sanantonio",2796092,NA,"F","Y","W","M","50.0","Burglary / home invasion","1",1,"B","M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",50,3,"0",0,0,1,0,"b","M"
"sanantonio",3761981,NA,"N","N","L","M","32.0","Unknown","1",1,"H","M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",32,2,"0",0,0,1,0,"h","M"
"sanantonio",688629,NA,"N","Y","W","M","47.0","Domestic Disturbance","1",2,"W;H","M;F","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",47,3,"0",0,1,1,0,"h","F"
"sanantonio",1748543,"2010-04-02","F","N","B","M","24.0","Unknown","1",1,"H","M","San Antonio Police Department","4","6",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",24,2,"2",0,0,1,0,"h","M"
"sanantonio",3723446,"2011-05-03","N","Y","L","M","19.0","Suspicious activity / patrol","1",1,"H","M","San Antonio Police Department","5","3",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",19,1,"3",0,0,1,0,"h","M"
"sanantonio",22501,"2013-04-03","F","Y","L","M","31.0","Assault","1",1,"W","M","San Antonio Police Department","4","4",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",31,2,"2",0,0,1,0,"w","M"
"sanantonio",2405634,NA,"F","Y","L","M","29.0","Shots fired / shooting","1",1,"W","M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",29,2,"0",0,0,1,0,"w","M"
"sanantonio",510033,NA,"F","Y","W","M","46.0","Shots fired / shooting","1",1,"W","M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",46,3,"0",0,0,1,0,"w","M"
"sanantonio",828219,NA,"N","Y","W","M","21.0","Robbery","1",1,"W","M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",21,2,"0",0,0,1,0,"w","M"
"sanantonio",1243802,"2015-03-04","N","Y","W","M","59.0","Drug suspicion / drug warrant","1",4,"H;B;H;W","M;M;M;M","San Antonio Police Department","3","4",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",59,3,"2",0,1,1,0,"h","M"
"sanantonio",2630163,"2010-11-02","N","N","W","M","34.0","Unknown","1",1,"H","M","San Antonio Police Department","11","3",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",34,2,"1",0,0,1,0,"h","M"
"sanantonio",1538465,NA,"N","Y","L","M","23.0","Stolen Vehicle/Aggravated Robbery Apprehension","1",1,"L","M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",23,2,"0",0,0,1,0,"l","M"
"sanantonio",3180873,NA,"N","N","W","M","31.0","Robbery","1",1,"H","M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",31,2,"0",0,0,1,0,"h","M"
"sanantonio",3270592,"2010-11-11","N","N","B","M","29.0","Unknown","1",4,"H;H;W;H","M;M;M;M","San Antonio Police Department","11","5",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",29,2,"1",0,1,1,0,"h","M"
"sanantonio",2627189,"2010-10-01","F","N","W","M","18.0","Unknown","1",1,"B","M","San Antonio Police Department","10","6",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",18,1,"1",0,0,1,0,"b","M"
"sanantonio",2207139,NA,"F","N","B","M","53.0","Domestic Disturbance","1",1,"W","M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",53,3,"0",0,0,1,0,"w","M"
"sanantonio",2757234,NA,"N","N","W","M","33.0","Other","1",1,"W","M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",33,2,"0",0,0,1,0,"w","M"
"sanantonio",1275170,NA,"F","Y","B","M","34.0","Weapons disturbance","1",1,"H","M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",34,2,"0",0,0,1,0,"h","M"
"sanantonio",2407994,NA,"N","Y","L","M","34.0","Drug suspicion / drug warrant","1",2,"H;W","M;M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",34,2,"0",0,1,1,0,"h","M"
"sanantonio",3637491,NA,"N","N","B","M","18.0","Unknown","1",1,"W","M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",18,1,"0",0,0,1,0,"w","M"
"sanantonio",3883952,NA,"F","Y","W","M","27.0","Emergency Call or Request for Assistance","1",1,"L","M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",27,2,"0",0,0,1,0,"l","M"
"sanantonio",4457539,"2012-09-06","F","N","W","M","26.0","Mental crisis / suicide attempt","1",1,"H","M","San Antonio Police Department","9","5",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",26,2,"4",0,0,1,0,"h","M"
"sanantonio",723968,NA,"F","Y","W","M","32.0","Other","1",1,"B","M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",32,2,"0",0,0,1,0,"b","M"
"sanantonio",4989338,NA,"F","Y","L","M","45.0","Execution of a warrant","1",1,"L;L","M;M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",45,3,"0",0,0,1,0,"l","M"
"sanantonio",2946119,NA,"F","Y","L","M","35.0","Shots fired / shooting","1",1,"H","M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",35,2,"0",0,0,1,0,"h","M"
"sanantonio",3421646,"2014-09-10","N","N","U","U","39.0","Mental crisis / suicide attempt","1",1,"W","M","San Antonio Police Department","9","4",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",39,2,"4",0,0,1,0,"w","M"
"sanantonio",138644,"2014-10-11","N","Y","U","M","35.0","Robbery","1",1,"H","M","San Antonio Police Department","10","7",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",35,2,"1",1,0,1,0,"h","M"
"sanantonio",249484,NA,"F","N","W","M","43.0","Burglary / home invasion","1",1,"B","M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",43,3,"0",0,0,1,0,"b","M"
"sanantonio",1037315,"2015-08-04","F","Y","W","M","60.0","Traffic stop","1",1,"H","M","San Antonio Police Department","8","3",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",60,4,"4",0,0,1,0,"h","M"
"sanantonio",3875147,NA,"N","N","L","M","19.0","Unknown","1",1,"H","M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",19,1,"0",0,0,1,0,"h","M"
"sanantonio",2168877,NA,"N","Y","W","M","23.0","Suspicious activity/Patrol as requested by homeowner","1",1,"L","M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",23,2,"0",0,0,1,0,"l","M"
"sanantonio",2392221,NA,"F","Y","B","M","33.0","Emergency Call or Request for Assistance","1",1,"L","M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",33,2,"0",0,0,1,0,"l","M"
"sanantonio",4521189,NA,"F","U","L","M","24.0","Hostage, barricade, or other emergency situation","1",1,"W","M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",24,2,"0",0,0,1,0,"w","M"
"sanantonio",4036555,NA,"N","Y","B","M","37.0","Robbery","1",1,"H","M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",37,2,"0",0,0,1,0,"h","M"
"sanantonio",4963044,"2010-07-07","N","N","L","M","20.0","Unknown","1",1,"W","M","San Antonio Police Department","7","4",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",20,2,"3",0,0,1,0,"w","M"
"sanantonio",3849954,NA,"N","Y","U","M","26.0","Drug suspicion / drug warrant","1",1,"W","M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",26,2,"0",0,0,1,0,"w","M"
"sanantonio",3564776,NA,"N","N","U","U","Juvenile","Unknown","1",1,"H","M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",0,0,"0",0,0,1,0,"h","M"
"sanantonio",1315174,NA,"N","Y","B","M","22.0","Shots fired / shooting","1",3,"U;U;U","M;M;M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",22,2,"0",0,1,1,0,"u","M"
"sanantonio",293504,"2015-12-10","N","Y","W","M","32.0","Other","1",1,"B","M","San Antonio Police Department","12","5",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",32,2,"2",0,0,1,0,"b","M"
"sanantonio",3477356,"2011-05-05","N","Y","U","U","U","Other","1",1,"W","M","San Antonio Police Department","5","5",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",0,0,"3",0,0,1,0,"w","M"
"sanantonio",3113663,"2015-01-05","N","N","U","U","23.0","Shots fired / shooting","1",1,"W","M","San Antonio Police Department","1","2",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",23,2,"1",0,0,1,0,"w","M"
"sanantonio",3833790,NA,"F","Y","B","M","31.0","Robbery","1",1,"H","M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",31,2,"0",0,0,1,0,"h","M"
"sanantonio",789659,"2011-04-04","N","Y","W","M","26.0","Domestic Disturbance","1",2,"H;H","M;M","San Antonio Police Department","4","2",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",26,2,"2",0,1,1,0,"h","M"
"sanantonio",736340,NA,"F","N","W","F","44.0","Mental crisis / suicide attempt","1",1,"H","M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",44,3,"0",0,0,1,0,"h","M"
"sanantonio",1008814,NA,"N","N","U","U","Juvenile","Unknown","1",2,"W;H","M;M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",0,0,"0",0,1,1,0,"h","M"
"sanantonio",2964945,NA,"F","N","L","M","48.0","Fight / disorderly conduct","1",1,"H","F","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",48,3,"0",0,0,1,0,"h","F"
"sanantonio",1116329,"2011-01-02","N","N","U","U","U","Suspicious activity / patrol","1",1,"H","F","San Antonio Police Department","1","1",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",0,0,"1",1,0,1,0,"h","F"
"sanantonio",231673,NA,"F","N","B","M","19.0","Stolen vehicle","1",1,"B","F","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",19,1,"0",0,0,1,0,"b","F"
"sanantonio",834078,NA,"N","Y","L","M","31.0","Traffic stop","1",1,"W","M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",31,2,"0",0,0,1,0,"w","M"
"sanantonio",2541261,NA,"N","Y","L","M","37.0","Unknown","1",1,"H","M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",37,2,"0",0,0,1,0,"h","M"
"sanantonio",4960756,"2010-02-12","F","N","W","M","31.0","Unknown","1",2,"H;H","M;M","San Antonio Police Department","2","6",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",31,2,"2",0,1,1,0,"h","M"
"sanantonio",751067,NA,"N","Y","B","M","50.0","Weapons disturbance","1",1,"H","M","San Antonio Police Department","0","0",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",50,3,"0",0,0,1,0,"h","M"
"sanantonio",1072620,"2013-10-11","N","Y","B","M","40.0","Unknown","1",2,"H;W","M;F","San Antonio Police Department","10","6",7,"texas",1492510,1327407,1244,4610,119402,3238,12502,"29.4724°N 98.5251°W","2","neither",40,3,"1",0,1,1,0,"h","F"
"sandiego",2802190,NA,"N","N","W","M","25.0","Radio Call","1",2,"U","U","San Diego Police Department","0","0",8,"california",1406630,1307402,759,3252,84232,4325,16702,"32.8153°N 117.1350°W","3","west",25,2,"0",0,1,1,0,"u","U"
"sandiego",3143731,NA,"F","N","L","F","33.0",NA,"1",1,"U","U","San Diego Police Department","0","0",8,"california",1406630,1307402,759,3252,84232,4325,16702,"32.8153°N 117.1350°W","3","west",33,2,"0",0,0,1,0,"u","U"
"sandiego",3441215,NA,"F","Y","A","M","34.0","Radio Call/Wanted Person","1",2,"U","U","San Diego Police Department","0","0",8,"california",1406630,1307402,759,3252,84232,4325,16702,"32.8153°N 117.1350°W","3","west",34,2,"0",0,1,1,0,"u","U"
"sandiego",1510116,NA,"N","Y","W","M","26.0",NA,"1",1,"U","U","San Diego Police Department","0","0",8,"california",1406630,1307402,759,3252,84232,4325,16702,"32.8153°N 117.1350°W","3","west",26,2,"0",0,0,1,0,"u","U"
"sandiego",4746170,NA,"N","N","B","M","53.0",NA,"1",1,"U","U","San Diego Police Department","0","0",8,"california",1406630,1307402,759,3252,84232,4325,16702,"32.8153°N 117.1350°W","3","west",53,3,"0",0,0,1,0,"u","U"
"sandiego",521607,NA,"F","N","A","M","21.0","Radio Call","1",2,"U","U","San Diego Police Department","0","0",8,"california",1406630,1307402,759,3252,84232,4325,16702,"32.8153°N 117.1350°W","3","west",21,2,"0",0,1,1,0,"u","U"
